"Points:0","Points:1","Points:2","U:0","U:1","U:2","arc_length","k","nut","omega","p","wallShearStress:0","wallShearStress:1","wallShearStress:2"
0,0,0.0049999999,0,0,0,0,1e-15,0,158024,5.79916,-1.23162,0.14162099,0
0.0020000001,0,0.0049999999,0,0,0,0.0020000001,1e-15,0,158024,4.3544149,-1.1720901,0.092791796,0
0.0040000002,0,0.0049999999,0,0,0,0.0040000002,1e-15,0,158024,2.6031251,-1.051357,0.027013551,0
0.0060000001,0,0.0049999999,0,0,0,0.0060000001,1e-15,0,158024,2.1863852,-0.95594049,0.0027464451,0
0.0080000004,0,0.0049999999,0,0,0,0.0080000004,1e-15,0,158024,1.9936199,-0.88582146,-0.00319811,0
0.0099999998,0,0.0049999999,0,0,0,0.0099999998,1e-15,0,158024,1.803185,-0.80620146,-0.001018318,0
0.012,0,0.0049999999,0,0,0,0.012,1e-15,0,158024,1.57233,-0.71511197,-0.00087605801,0
0.014,0,0.0049999999,0,0,0,0.014,1e-15,0,158024,1.3316751,-0.62369454,-0.0023214598,0
0.016000001,0,0.0049999999,0,0,0,0.016000001,1e-15,0,158024,1.120715,-0.54386002,-0.0032414249,0
0.017999999,0,0.0049999999,0,0,0,0.017999999,1e-15,0,158024,0.96817303,-0.48198801,-0.0030238349,0
0.02,0,0.0049999999,0,0,0,0.02,1e-15,0,158024,0.88157851,-0.43855852,-0.00218315,0
0.022,0,0.0049999999,0,0,0,0.022,1e-15,0,158024,0.84978801,-0.4104805,-0.0013013735,0
0.024,0,0.0049999999,0,0,0,0.024,1e-15,0,158024,0.852853,-0.39339548,-0.00065045949,0
0.026000001,0,0.0049999999,0,0,0,0.026000001,1e-15,0,158024,0.871104,-0.38321549,-0.00026452151,0
0.028000001,0,0.0049999999,0,0,0,0.028000001,1e-15,0,158024,0.89124751,-0.37684852,-8.0114049e-05,0
0.029999999,0,0.0049999999,0,0,0,0.029999999,1e-15,0,158024,0.906627,-0.372318,-1.8346265e-05,0
0.032000002,0,0.0049999999,0,0,0,0.032000002,1e-15,0,158024,0.915425,-0.36853498,-1.7521364e-05,0
0.034000002,0,0.0049999999,0,0,0,0.034000002,1e-15,0,158024,0.91842103,-0.36498851,-3.94089e-05,0
0.035999998,0,0.0049999999,0,0,0,0.035999998,1e-15,0,158024,0.91718447,-0.36149251,-6.4652348e-05,0
0.037999999,0,0.0049999999,0,0,0,0.037999999,1e-15,0,158024,0.91328704,-0.35801399,-8.6675544e-05,0
0.039999999,0,0.0049999999,0,0,0,0.039999999,1e-15,0,158024,0.907713,-0.354577,-0.00010489595,0
0.041999999,0,0.0049999999,0,0,0,0.041999999,1e-15,0,158024,0.90114647,-0.35121602,-0.0001208865,0
0.044,0,0.0049999999,0,0,0,0.044,1e-15,0,158024,0.89394701,-0.34795901,-0.0001360225,0
0.046,0,0.0049999999,0,0,0,0.046,1e-15,0,158024,0.88630152,-0.34482002,-0.0001509265,0
0.048,0,0.0049999999,0,0,0,0.048,1e-15,0,158024,0.87830853,-0.34180251,-0.00016514451,0
0.050000001,0,0.0049999999,0,0,0,0.050000001,1e-15,0,158024,0.870103,-0.33890402,-0.00017782551,0
0.052000001,0,0.0049999999,0,0,0,0.052000001,1e-15,0,158024,0.86174047,-0.3361195,-0.00018773301,0
0.054000001,0,0.0049999999,0,0,0,0.054000001,1e-15,0,158024,0.85329247,-0.3334415,-0.00019389301,0
0.056000002,0,0.0049999999,0,0,0,0.056000002,1e-15,0,158024,0.84485048,-0.33086249,-0.000195677,0
0.057999998,0,0.0049999999,0,0,0,0.057999998,1e-15,0,158024,0.83653545,-0.328374,-0.000193103,0
0.059999999,0,0.0049999999,0,0,0,0.059999999,1e-15,0,158024,0.8284145,-0.3259705,-0.000186576,0
0.061999999,0,0.0049999999,0,0,0,0.061999999,1e-15,0,158024,0.8205235,-0.32364649,-0.00017674349,0
0.064000003,0,0.0049999999,0,0,0,0.064000003,1e-15,0,158024,0.8129015,-0.32139748,-0.0001645435,0
0.066,0,0.0049999999,0,0,0,0.066,1e-15,0,158024,0.80555999,-0.31922001,-0.00015102449,0
0.068000004,0,0.0049999999,0,0,0,0.068000004,1e-15,0,158024,0.79851198,-0.31710851,-0.0001372495,0
0.07,0,0.0049999999,0,0,0,0.07,1e-15,0,158024,0.79171801,-0.31506151,-0.00012398401,0
0.071999997,0,0.0049999999,0,0,0,0.071999997,1e-15,0,158024,0.78518105,-0.31307551,-0.0001118995,0
0.074000001,0,0.0049999999,0,0,0,0.074000001,1e-15,0,158024,0.778862,-0.31114751,-0.0001014194,0
0.075999998,0,0.0049999999,0,0,0,0.075999998,1e-15,0,158024,0.77272099,-0.30927551,-9.2789953e-05,0
0.078000002,0,0.0049999999,0,0,0,0.078000002,1e-15,0,158024,0.76673549,-0.307457,-8.60742e-05,0
0.079999998,0,0.0049999999,0,0,0,0.079999998,1e-15,0,158024,0.76087201,-0.30568999,-8.1199396e-05,0
0.082000002,0,0.0049999999,0,0,0,0.082000002,1e-15,0,158024,0.75511098,-0.3039715,-7.8051249e-05,0
0.083999999,0,0.0049999999,0,0,0,0.083999999,1e-15,0,158024,0.7494185,-0.3022995,-7.6416894e-05,0
0.086000003,0,0.0049999999,0,0,0,0.086000003,1e-15,0,158024,0.74377096,-0.30067301,-7.6043551e-05,0
0.088,0,0.0049999999,0,0,0,0.088,1e-15,0,158024,0.73816752,-0.2990905,-7.6650103e-05,0
0.090000004,0,0.0049999999,0,0,0,0.090000004,1e-15,0,158024,0.73261851,-0.29754949,-7.8029247e-05,0
0.092,0,0.0049999999,0,0,0,0.092,1e-15,0,158024,0.72711349,-0.29604849,-7.9902951e-05,0
0.093999997,0,0.0049999999,0,0,0,0.093999997,1e-15,0,158024,0.72165596,-0.2945855,-8.1928898e-05,0
0.096000001,0,0.0049999999,0,0,0,0.096000001,1e-15,0,158024,0.716272,-0.29315901,-8.3768653e-05,0
0.097999997,0,0.0049999999,0,0,0,0.097999997,1e-15,0,158024,0.710998,-0.291767,-8.51898e-05,0
0.1,0,0.0049999999,0,0,0,0.1,1e-15,0,158024,0.70586699,-0.290407,-8.6011496e-05,0
0.102,0,0.0049999999,0,0,0,0.102,1e-15,0,158024,0.70089948,-0.28907901,-8.6010798e-05,0
0.104,0,0.0049999999,0,0,0,0.104,1e-15,0,158024,0.696132,-0.287781,-8.513905e-05,0
0.106,0,0.0049999999,0,0,0,0.106,1e-15,0,158024,0.6915645,-0.28651148,-8.3336097e-05,0
0.108,0,0.0049999999,0,0,0,0.108,1e-15,0,158024,0.68722951,-0.28527051,-8.0763552e-05,0
0.11,0,0.0049999999,0,0,0,0.11,1e-15,0,158024,0.68312502,-0.28405648,-7.7556644e-05,0
0.112,0,0.0049999999,0,0,0,0.112,1e-15,0,158024,0.67925704,-0.2828685,-7.3930496e-05,0
0.114,0,0.0049999999,0,0,0,0.114,1e-15,0,158024,0.6755805,-0.28170651,-6.9999151e-05,0
0.116,0,0.0049999999,0,0,0,0.116,1e-15,0,158024,0.67208999,-0.28056851,-6.5998051e-05,0
0.118,0,0.0049999999,0,0,0,0.118,1e-15,0,158024,0.66878295,-0.27945399,-6.2141298e-05,0
0.12,0,0.0049999999,0,0,0,0.12,1e-15,0,158024,0.665618,-0.27836353,-5.8629899e-05,0
0.122,0,0.0049999999,0,0,0,0.122,1e-15,0,158024,0.66254151,-0.27729702,-5.5510653e-05,0
0.124,0,0.0049999999,0,0,0,0.124,1e-15,0,158024,0.65952802,-0.27625299,-5.2814248e-05,0
0.126,0,0.0049999999,0,0,0,0.126,1e-15,0,158024,0.656564,-0.27522999,-5.0637798e-05,0
0.12800001,0,0.0049999999,0,0,0,0.12800001,1e-15,0,158024,0.65360999,-0.2742275,-4.89956e-05,0
0.13,0,0.0049999999,0,0,0,0.13,1e-15,0,158024,0.65064102,-0.27324551,-4.7868401e-05,0
0.132,0,0.0049999999,0,0,0,0.132,1e-15,0,158024,0.64762449,-0.27228349,-4.7116999e-05,0
0.134,0,0.0049999999,0,0,0,0.134,1e-15,0,158024,0.644557,-0.27134049,-4.6738402e-05,0
0.13600001,0,0.0049999999,0,0,0,0.13600001,1e-15,0,158024,0.64141047,-0.2704165,-4.6631802e-05,0
0.138,0,0.0049999999,0,0,0,0.138,1e-15,0,158024,0.63820952,-0.26950949,-4.676855e-05,0
0.14,0,0.0049999999,0,0,0,0.14,1e-15,0,158024,0.63494349,-0.268619,-4.6980647e-05,0
0.142,0,0.0049999999,0,0,0,0.142,1e-15,0,158024,0.63161302,-0.26774549,-4.72104e-05,0
0.14399999,0,0.0049999999,0,0,0,0.14399999,1e-15,0,158024,0.62821603,-0.26688701,-4.7338748e-05,0
0.146,0,0.0049999999,0,0,0,0.146,1e-15,0,158024,0.62479246,-0.26604301,-4.7365949e-05,0
0.148,0,0.0049999999,0,0,0,0.148,1e-15,0,158024,0.62134701,-0.265214,-4.7266651e-05,0
0.15000001,0,0.0049999999,0,0,0,0.15000001,1e-15,0,158024,0.61786902,-0.26439798,-4.6971149e-05,0
0.152,0,0.0049999999,0,0,0,0.152,1e-15,0,158024,0.61437702,-0.26359549,-4.6415451e-05,0
0.154,0,0.0049999999,0,0,0,0.154,1e-15,0,158024,0.61090755,-0.26280549,-4.56901e-05,0
0.156,0,0.0049999999,0,0,0,0.156,1e-15,0,158024,0.60747099,-0.2620275,-4.486175e-05,0
0.15800001,0,0.0049999999,0,0,0,0.15800001,1e-15,0,158024,0.60406053,-0.26126152,-4.390295e-05,0
0.16,0,0.0049999999,0,0,0,0.16,1e-15,0,158024,0.60068649,-0.26050752,-4.284265e-05,0
0.162,0,0.0049999999,0,0,0,0.162,1e-15,0,158024,0.59736651,-0.25976402,-4.1740102e-05,0
0.164,0,0.0049999999,0,0,0,0.164,1e-15,0,158024,0.59411502,-0.259031,-4.0672501e-05,0
0.16599999,0,0.0049999999,0,0,0,0.16599999,1e-15,0,158024,0.59091854,-0.25830948,-3.9612201e-05,0
0.168,0,0.0049999999,0,0,0,0.168,1e-15,0,158024,0.58780199,-0.25759798,-3.8609549e-05,0
0.17,0,0.0049999999,0,0,0,0.17,1e-15,0,158024,0.58475548,-0.2568965,-3.76805e-05,0
0.17200001,0,0.0049999999,0,0,0,0.17200001,1e-15,0,158024,0.58177853,-0.25620449,-3.686755e-05,0
0.17399999,0,0.0049999999,0,0,0,0.17399999,1e-15,0,158024,0.57887352,-0.25552249,-3.6159399e-05,0
0.176,0,0.0049999999,0,0,0,0.176,1e-15,0,158024,0.57604206,-0.25485,-3.557415e-05,0
0.178,0,0.0049999999,0,0,0,0.178,1e-15,0,158024,0.57327002,-0.25418651,-3.5067751e-05,0
0.18000001,0,0.0049999999,0,0,0,0.18000001,1e-15,0,158024,0.57055998,-0.2535325,-3.4645498e-05,0
0.182,0,0.0049999999,0,0,0,0.182,1e-15,0,158024,0.567913,-0.25288749,-3.4292851e-05,0
0.184,0,0.0049999999,0,0,0,0.184,1e-15,0,158024,0.56532896,-0.25225049,-3.40062e-05,0
0.186,0,0.0049999999,0,0,0,0.186,1e-15,0,158024,0.56278896,-0.25162199,-3.3710297e-05,0
0.18799999,0,0.0049999999,0,0,0,0.18799999,1e-15,0,158024,0.56029499,-0.25100249,-3.3402051e-05,0
0.19,0,0.0049999999,0,0,0,0.19,1e-15,0,158024,0.55785048,-0.2503905,-3.3084099e-05,0
0.192,0,0.0049999999,0,0,0,0.192,1e-15,0,158024,0.55545497,-0.249786,-3.2744902e-05,0
0.19400001,0,0.0049999999,0,0,0,0.19400001,1e-15,0,158024,0.55309302,-0.24919,-3.2348798e-05,0
0.19599999,0,0.0049999999,0,0,0,0.19599999,1e-15,0,158024,0.55076098,-0.248602,-3.1887103e-05,0
0.198,0,0.0049999999,0,0,0,0.198,1e-15,0,158024,0.5484705,-0.2480215,-3.140025e-05,0
0.2,0,0.0049999999,0,0,0,0.2,1e-15,0,158024,0.54620004,-0.2474485,-3.0910949e-05,0
0.20200001,0,0.0049999999,0,0,0,0.20200001,1e-15,0,158024,0.54394197,-0.246883,-3.03903e-05,0
0.204,0,0.0049999999,0,0,0,0.204,1e-15,0,158024,0.54170001,-0.24632451,-2.981565e-05,0
0.206,0,0.0049999999,0,0,0,0.206,1e-15,0,158024,0.5394665,-0.24577349,-2.922575e-05,0
0.208,0,0.0049999999,0,0,0,0.208,1e-15,0,158024,0.53723645,-0.2452295,-2.8656199e-05,0
0.20999999,0,0.0049999999,0,0,0,0.20999999,1e-15,0,158024,0.53500301,-0.2446925,-2.8101051e-05,0
0.212,0,0.0049999999,0,0,0,0.212,1e-15,0,158024,0.53275955,-0.2441625,-2.7544451e-05,0
0.214,0,0.0049999999,0,0,0,0.214,1e-15,0,158024,0.53051102,-0.24363899,-2.7028051e-05,0
0.21600001,0,0.0049999999,0,0,0,0.21600001,1e-15,0,158024,0.52824849,-0.243122,-2.6542149e-05,0
0.21799999,0,0.0049999999,0,0,0,0.21799999,1e-15,0,158024,0.52597499,-0.242612,-2.6112149e-05,0
0.22,0,0.0049999999,0,0,0,0.22,1e-15,0,158024,0.52368402,-0.242108,-2.572355e-05,0
0.222,0,0.0049999999,0,0,0,0.222,1e-15,0,158024,0.52137649,-0.24160951,-2.5369449e-05,0
0.22400001,0,0.0049999999,0,0,0,0.22400001,1e-15,0,158024,0.51904851,-0.24111751,-2.5031299e-05,0
0.226,0,0.0049999999,0,0,0,0.226,1e-15,0,158024,0.51670802,-0.240632,-2.4751451e-05,0
0.228,0,0.0049999999,0,0,0,0.228,1e-15,0,158024,0.51435101,-0.240152,-2.4512301e-05,0
0.23,0,0.0049999999,0,0,0,0.23,1e-15,0,158024,0.51197398,-0.239678,-2.4283101e-05,0
0.23199999,0,0.0049999999,0,0,0,0.23199999,1e-15,0,158024,0.50958699,-0.2392095,-2.4054751e-05,0
0.234,0,0.0049999999,0,0,0,0.234,1e-15,0,158024,0.50720102,-0.23874551,-2.38539e-05,0
0.236,0,0.0049999999,0,0,0,0.236,1e-15,0,158024,0.50480998,-0.23828751,-2.36696e-05,0
0.23800001,0,0.0049999999,0,0,0,0.23800001,1e-15,0,158024,0.50241852,-0.23783401,-2.34952e-05,0
0.23999999,0,0.0049999999,0,0,0,0.23999999,1e-15,0,158024,0.50002801,-0.23738551,-2.32936e-05,0
0.242,0,0.0049999999,0,0,0,0.242,1e-15,0,158024,0.49765199,-0.2369425,-2.309195e-05,0
0.244,0,0.0049999999,0,0,0,0.244,1e-15,0,158024,0.4952935,-0.236504,-2.29087e-05,0
0.24600001,0,0.0049999999,0,0,0,0.24600001,1e-15,0,158024,0.4929435,-0.23607001,-2.27157e-05,0
0.248,0,0.0049999999,0,0,0,0.248,1e-15,0,158024,0.49061048,-0.2356405,-2.249735e-05,0
0.25,0,0.0049999999,0,0,0,0.25,1e-15,0,158024,0.48830301,-0.2352155,-2.225655e-05,0
0.252,0,0.0049999999,0,0,0,0.252,1e-15,0,158024,0.48602399,-0.2347955,-2.203475e-05,0
0.25400001,0,0.0049999999,0,0,0,0.25400001,1e-15,0,158024,0.48376849,-0.2343795,-2.1825799e-05,0
0.25600001,0,0.0049999999,0,0,0,0.25600001,1e-15,0,158024,0.48154199,-0.23396701,-2.1606949e-05,0
0.25799999,0,0.0049999999,0,0,0,0.25799999,1e-15,0,158024,0.4793455,-0.233559,-2.13638e-05,0
0.25999999,0,0.0049999999,0,0,0,0.25999999,1e-15,0,158024,0.477184,-0.233155,-2.1131149e-05,0
0.26199999,0,0.0049999999,0,0,0,0.26199999,1e-15,0,158024,0.47505599,-0.23275501,-2.08904e-05,0
0.264,0,0.0049999999,0,0,0,0.264,1e-15,0,158024,0.47296602,-0.23235899,-2.0658601e-05,0
0.266,0,0.0049999999,0,0,0,0.266,1e-15,0,158024,0.47090602,-0.231967,-2.0418651e-05,0
0.26800001,0,0.0049999999,0,0,0,0.26800001,1e-15,0,158024,0.468878,-0.2315785,-2.0171501e-05,0
0.27000001,0,0.0049999999,0,0,0,0.27000001,1e-15,0,158024,0.46688098,-0.23119399,-1.9928e-05,0
0.27200001,0,0.0049999999,0,0,0,0.27200001,1e-15,0,158024,0.46491551,-0.230813,-1.970755e-05,0
0.27399999,0,0.0049999999,0,0,0,0.27399999,1e-15,0,158024,0.46297151,-0.23043551,-1.9478201e-05,0
0.27599999,0,0.0049999999,0,0,0,0.27599999,1e-15,0,158024,0.46104801,-0.23006201,-1.925025e-05,0
0.278,0,0.0049999999,0,0,0,0.278,1e-15,0,158024,0.459149,-0.229691,-1.9028401e-05,0
0.28,0,0.0049999999,0,0,0,0.28,1e-15,0,158024,0.45727199,-0.22932351,-1.8807899e-05,0
0.28200001,0,0.0049999999,0,0,0,0.28200001,1e-15,0,158024,0.4554075,-0.22896001,-1.85807e-05,0
0.28400001,0,0.0049999999,0,0,0,0.28400001,1e-15,0,158024,0.4535535,-0.2286,-1.83456e-05,0
0.28600001,0,0.0049999999,0,0,0,0.28600001,1e-15,0,158024,0.45171303,-0.22824401,-1.81203e-05,0
0.28799999,0,0.0049999999,0,0,0,0.28799999,1e-15,0,158024,0.449884,-0.22789049,-1.7914899e-05,0
0.28999999,0,0.0049999999,0,0,0,0.28999999,1e-15,0,158024,0.4480595,-0.22754,-1.7703002e-05,0
0.292,0,0.0049999999,0,0,0,0.292,1e-15,0,158024,0.446235,-0.227193,-1.7470251e-05,0
0.294,0,0.0049999999,0,0,0,0.294,1e-15,0,158024,0.444415,-0.22684899,-1.7252099e-05,0
0.296,0,0.0049999999,0,0,0,0.296,1e-15,0,158024,0.44259,-0.226509,-1.705365e-05,0
0.29800001,0,0.0049999999,0,0,0,0.29800001,1e-15,0,158024,0.44076198,-0.226172,-1.6871851e-05,0
0.30000001,0,0.0049999999,0,0,0,0.30000001,1e-15,0,158024,0.43893149,-0.2258375,-1.6690199e-05,0
0.30199999,0,0.0049999999,0,0,0,0.30199999,1e-15,0,158024,0.43709451,-0.2255055,-1.651475e-05,0
0.30399999,0,0.0049999999,0,0,0,0.30399999,1e-15,0,158024,0.43524802,-0.2251765,-1.6343451e-05,0
0.30599999,0,0.0049999999,0,0,0,0.30599999,1e-15,0,158024,0.43339503,-0.22485051,-1.6177852e-05,0
0.308,0,0.0049999999,0,0,0,0.308,1e-15,0,158024,0.43153352,-0.224528,-1.6013701e-05,0
0.31,0,0.0049999999,0,0,0,0.31,1e-15,0,158024,0.429663,-0.2242085,-1.5864549e-05,0
0.31200001,0,0.0049999999,0,0,0,0.31200001,1e-15,0,158024,0.42778099,-0.2238915,-1.5712199e-05,0
0.31400001,0,0.0049999999,0,0,0,0.31400001,1e-15,0,158024,0.42589402,-0.22357699,-1.5583149e-05,0
0.31600001,0,0.0049999999,0,0,0,0.31600001,1e-15,0,158024,0.42400199,-0.22326499,-1.546545e-05,0
0.31799999,0,0.0049999999,0,0,0,0.31799999,1e-15,0,158024,0.42210299,-0.222956,-1.53449e-05,0
0.31999999,0,0.0049999999,0,0,0,0.31999999,1e-15,0,158024,0.420196,-0.2226495,-1.52269e-05,0
0.322,0,0.0049999999,0,0,0,0.322,1e-15,0,158024,0.41828799,-0.22234499,-1.511805e-05,0
0.324,0,0.0049999999,0,0,0,0.324,1e-15,0,158024,0.41638052,-0.2220435,-1.501495e-05,0
0.32600001,0,0.0049999999,0,0,0,0.32600001,1e-15,0,158024,0.41446951,-0.221745,-1.4913599e-05,0
0.32800001,0,0.0049999999,0,0,0,0.32800001,1e-15,0,158024,0.41256201,-0.22144851,-1.48046e-05,0
0.33000001,0,0.0049999999,0,0,0,0.33000001,1e-15,0,158024,0.41066301,-0.221154,-1.4696599e-05,0
0.33199999,0,0.0049999999,0,0,0,0.33199999,1e-15,0,158024,0.40877101,-0.22086149,-1.45911e-05,0
0.33399999,0,0.0049999999,0,0,0,0.33399999,1e-15,0,158024,0.40688699,-0.22057199,-1.4488551e-05,0
